title,seniority,location,tech_stack,company_size,years_experience,salary
QA Engineer,Senior,New York,Go,Big Tech,0,243646.19
Data Scientist,Junior,SF,Rust,Mid-Size,23,141506.24
QA Engineer,Junior,New York,Rust,Startup,4,60286.18
DevOps,Principal,SF,Java,Big Tech,23,673354.14
Software Engineer,Lead,India,Python,Big Tech,2,58840.77
Designer,Senior,SF,Python,Big Tech,6,255850.4
Data Scientist,Senior,New York,C++,Mid-Size,23,264904.52
Software Engineer,Senior,Germany,Python,Mid-Size,21,166464.82
Data Scientist,Junior,India,Rust,Big Tech,12,33423.46
HR,Lead,New York,Go,Big Tech,22,370613.12
HR,Principal,SF,Java,Big Tech,17,495206.36
Sales,Mid,Remote,Javascript,Big Tech,23,166898.93
HR,Mid,London,Go,Big Tech,20,134110.33
QA Engineer,Senior,New York,Javascript,Big Tech,6,216904.37
HR,Lead,SF,Go,Startup,0,165966.04
Product Manager,Junior,India,Python,Big Tech,4,22819.1
Designer,Lead,New York,Rust,Mid-Size,16,315225.14
QA Engineer,Lead,New York,Javascript,Mid-Size,7,221863.05
Software Engineer,Junior,London,Go,Mid-Size,14,95796.17
Sales,Senior,SF,Rust,Big Tech,19,371095.37
Sales,Lead,Remote,Javascript,Mid-Size,3,186479.96
Sales,Mid,India,Java,Startup,1,16577.31
Software Engineer,Junior,SF,Go,Big Tech,4,159032.55
Software Engineer,Principal,India,Java,Mid-Size,0,55837.53
Software Engineer,Senior,New York,Python,Startup,24,191797.96
Software Engineer,Junior,London,Java,Startup,4,46895.76
Sales,Principal,London,Java,Mid-Size,5,267447.31
Sales,Principal,Germany,C++,Startup,1,166511.73
Data Scientist,Lead,Remote,Go,Mid-Size,25,246405.22
QA Engineer,Lead,London,Python,Startup,25,147592.09
Designer,Lead,New York,Java,Big Tech,0,281908.79
HR,Junior,Remote,Rust,Big Tech,3,86622.67
HR,Junior,SF,Javascript,Big Tech,6,100751.67
Product Manager,Senior,London,Java,Big Tech,21,264335.22
Sales,Lead,Remote,Python,Big Tech,25,308212.17
Product Manager,Principal,New York,Java,Mid-Size,0,350602.98
QA Engineer,Mid,Germany,Javascript,Big Tech,0,92168.27
QA Engineer,Senior,India,Python,Big Tech,7,47735.29
Product Manager,Junior,India,Go,Big Tech,19,34686.91
Sales,Senior,New York,Python,Big Tech,15,307466.44
Product Manager,Senior,New York,Go,Startup,20,224935.94
HR,Senior,India,Python,Big Tech,12,47164.71
Data Scientist,Senior,Germany,Javascript,Big Tech,22,217710.85
HR,Mid,Remote,Javascript,Mid-Size,23,101787.78
DevOps,Lead,India,Python,Startup,25,45445.92
Sales,Principal,New York,Java,Mid-Size,22,433281.25
Sales,Senior,London,Javascript,Big Tech,17,235817.34
Designer,Senior,SF,Go,Mid-Size,19,252897.96
Software Engineer,Senior,Germany,Go,Mid-Size,9,172023.2
DevOps,Lead,Germany,Rust,Big Tech,11,300461.33
QA Engineer,Junior,London,C++,Startup,0,39867.1
Sales,Junior,London,C++,Startup,9,57721.58
Product Manager,Mid,New York,C++,Mid-Size,8,166775.55
DevOps,Junior,India,Go,Big Tech,2,24868.62
Designer,Senior,Remote,Rust,Mid-Size,18,182825.49
QA Engineer,Senior,Germany,C++,Mid-Size,25,140567.82
Software Engineer,Senior,Germany,C++,Mid-Size,8,158003.84
Software Engineer,Mid,London,Python,Big Tech,9,134182.89
Designer,Senior,India,Python,Big Tech,18,55559.58
Designer,Junior,Germany,Python,Startup,15,47982.77
Product Manager,Lead,Remote,Java,Big Tech,23,345362.58
Sales,Lead,London,C++,Mid-Size,17,224623.79
Software Engineer,Principal,Remote,Java,Mid-Size,13,324556.16
QA Engineer,Junior,India,Rust,Startup,2,12381.24
DevOps,Senior,Germany,Go,Big Tech,1,197986.5
QA Engineer,Lead,SF,C++,Mid-Size,0,213351.06
Data Scientist,Junior,Germany,Go,Startup,17,64205.29
Data Scientist,Lead,India,Python,Startup,23,45701.16
Designer,Senior,Germany,C++,Mid-Size,8,130068.4
Product Manager,Lead,Germany,Javascript,Mid-Size,12,236144.47
Data Scientist,Principal,New York,Java,Big Tech,1,453165.11
Software Engineer,Principal,Germany,Java,Startup,6,172962.44
QA Engineer,Lead,Germany,C++,Mid-Size,15,176961.9
QA Engineer,Junior,Remote,Python,Startup,20,55567.42
Designer,Junior,SF,Java,Big Tech,18,137756.35
Sales,Junior,Remote,Python,Mid-Size,24,79665.51
Sales,Lead,Remote,Rust,Big Tech,14,359319.83
DevOps,Junior,London,Go,Startup,21,69949.54
Designer,Senior,New York,Javascript,Big Tech,10,243386.37
HR,Principal,Remote,Go,Big Tech,0,282112.07
DevOps,Senior,India,Go,Startup,20,39436.62
HR,Junior,India,Rust,Big Tech,6,21731.88
Sales,Senior,Germany,Java,Startup,19,110467.89
Designer,Junior,London,Javascript,Mid-Size,7,64629.48
HR,Lead,New York,Java,Startup,9,158068.38
Designer,Senior,New York,C++,Startup,4,138701.88
Designer,Lead,Germany,Go,Mid-Size,8,182011.89
Sales,Lead,India,C++,Startup,24,40539.4
DevOps,Mid,SF,Python,Mid-Size,24,185345.71
DevOps,Junior,London,Go,Mid-Size,0,73357.27
Designer,Principal,Germany,Java,Startup,1,148093.65
Data Scientist,Junior,London,Go,Big Tech,18,129587.9
Product Manager,Principal,India,Python,Big Tech,13,130820.28
Sales,Junior,India,Rust,Mid-Size,19,23163.0
Product Manager,Lead,SF,C++,Big Tech,9,494420.57
Product Manager,Senior,SF,C++,Big Tech,8,322656.35
DevOps,Senior,New York,Java,Startup,9,158460.07
DevOps,Mid,London,Go,Mid-Size,5,123055.27
Data Scientist,Principal,London,Java,Mid-Size,16,360955.3
Product Manager,Principal,India,Rust,Startup,24,81357.82
Product Manager,Principal,New York,Go,Big Tech,5,597503.77
Designer,Lead,Germany,Go,Mid-Size,3,156085.22
DevOps,Principal,London,Java,Big Tech,19,445332.53
Product Manager,Senior,New York,Java,Mid-Size,2,209011.6
QA Engineer,Lead,New York,Python,Mid-Size,22,258485.94
Data Scientist,Junior,India,Rust,Mid-Size,18,26685.93
HR,Principal,New York,Python,Mid-Size,17,360841.76
QA Engineer,Principal,SF,C++,Big Tech,25,615343.56
QA Engineer,Junior,SF,Go,Big Tech,23,156741.81
HR,Principal,Remote,Java,Big Tech,3,281827.38
Sales,Junior,India,Go,Big Tech,7,28238.16
Sales,Lead,Germany,Go,Startup,16,158008.12
Data Scientist,Senior,Remote,Javascript,Mid-Size,4,149485.93
QA Engineer,Junior,SF,C++,Mid-Size,12,93394.6
Product Manager,Mid,Remote,Javascript,Mid-Size,24,129907.53
DevOps,Junior,India,Go,Startup,0,14890.77
Data Scientist,Principal,India,Java,Big Tech,12,119671.93
Designer,Lead,New York,Go,Mid-Size,3,232233.91
HR,Lead,London,C++,Big Tech,21,271714.95
QA Engineer,Junior,New York,Javascript,Big Tech,25,120898.09
Data Scientist,Senior,India,Java,Startup,23,36979.55
Software Engineer,Mid,SF,Go,Startup,13,155786.48
Software Engineer,Lead,Germany,Rust,Big Tech,2,257592.87
Sales,Principal,SF,C++,Mid-Size,4,365286.57
HR,Principal,New York,C++,Mid-Size,6,297808.44
DevOps,Senior,Germany,Rust,Startup,0,86616.73
Product Manager,Lead,India,Go,Startup,22,56106.92
DevOps,Junior,SF,C++,Startup,11,95728.72
DevOps,Principal,India,Java,Startup,10,64072.34
DevOps,Senior,Germany,Go,Startup,23,148873.26
HR,Lead,Germany,Go,Startup,7,122391.2
DevOps,Lead,SF,Javascript,Startup,24,269017.6
Designer,Lead,India,C++,Mid-Size,5,46344.19
HR,Lead,Remote,C++,Startup,21,155243.79
Designer,Lead,India,Rust,Startup,1,32393.05
HR,Principal,Germany,Javascript,Mid-Size,18,212389.7
Sales,Senior,India,Javascript,Mid-Size,19,41433.89
Data Scientist,Lead,New York,C++,Big Tech,19,465421.95
Software Engineer,Mid,Remote,Go,Startup,23,101608.82
DevOps,Mid,London,Javascript,Startup,13,90627.16
Sales,Senior,New York,Rust,Startup,0,134311.18
Data Scientist,Junior,London,Javascript,Startup,9,59235.59
Software Engineer,Junior,SF,Rust,Big Tech,15,188599.81
QA Engineer,Junior,London,Javascript,Mid-Size,3,52996.62
Product Manager,Mid,India,Rust,Mid-Size,10,37835.75
Designer,Junior,London,Javascript,Startup,15,55132.96
QA Engineer,Principal,Germany,Javascript,Startup,19,178759.79
HR,Lead,New York,Java,Startup,0,129003.23
Software Engineer,Mid,New York,Rust,Big Tech,15,273838.43
QA Engineer,Senior,London,Rust,Big Tech,18,199766.8
Product Manager,Senior,New York,Rust,Mid-Size,20,288205.43
Sales,Lead,Germany,Python,Startup,21,142670.1
Software Engineer,Mid,New York,Javascript,Startup,8,111856.42
QA Engineer,Junior,London,Rust,Startup,8,54759.22
Designer,Junior,Remote,C++,Startup,8,57626.37
Designer,Principal,Remote,Python,Big Tech,16,406368.0
Data Scientist,Principal,SF,Java,Mid-Size,11,468643.67
QA Engineer,Junior,New York,Rust,Mid-Size,24,108678.3
DevOps,Senior,London,Rust,Big Tech,12,266524.86
QA Engineer,Senior,New York,Python,Startup,7,122643.38
Sales,Principal,India,Javascript,Mid-Size,15,79415.96
Software Engineer,Lead,Germany,C++,Mid-Size,17,220331.41
Software Engineer,Junior,New York,Java,Big Tech,0,104021.01
Sales,Principal,New York,Rust,Startup,0,260929.63
QA Engineer,Principal,Remote,Javascript,Mid-Size,11,245967.62
Sales,Junior,Germany,C++,Startup,5,43917.91
Product Manager,Junior,London,C++,Mid-Size,8,79988.62
HR,Senior,New York,Java,Big Tech,22,239236.51
Sales,Lead,Remote,Go,Startup,4,161135.55
Designer,Lead,SF,C++,Big Tech,15,464307.24
Sales,Junior,Germany,Go,Mid-Size,17,81865.56
Software Engineer,Mid,Remote,C++,Big Tech,16,188015.24
Designer,Principal,Remote,Java,Big Tech,17,422783.08
Software Engineer,Principal,Remote,Python,Big Tech,0,334472.51
Data Scientist,Junior,New York,Java,Mid-Size,18,104343.86
DevOps,Mid,New York,Java,Startup,21,128167.26
Software Engineer,Senior,SF,Python,Big Tech,7,304858.3
Designer,Junior,India,Python,Startup,2,11017.67
Data Scientist,Junior,India,Javascript,Mid-Size,25,23452.06
Software Engineer,Principal,India,C++,Startup,24,62735.34
Product Manager,Junior,Germany,Javascript,Big Tech,25,109248.42
Sales,Junior,Germany,Python,Big Tech,4,69355.35
DevOps,Junior,SF,Go,Big Tech,22,189673.53
Software Engineer,Principal,Germany,Go,Big Tech,7,382031.83
Data Scientist,Senior,India,Java,Big Tech,18,67277.88
Product Manager,Senior,India,Rust,Big Tech,17,80596.87
QA Engineer,Junior,Remote,Java,Mid-Size,17,71829.58
Data Scientist,Principal,Germany,Java,Mid-Size,20,267612.35
Sales,Senior,New York,Rust,Mid-Size,0,188739.04
Data Scientist,Senior,New York,C++,Startup,14,193020.23
Product Manager,Senior,Remote,Python,Startup,17,160598.98
Data Scientist,Principal,Remote,Go,Mid-Size,24,429119.77
Product Manager,Principal,Remote,Java,Startup,6,222682.02
Software Engineer,Junior,New York,Rust,Startup,15,96926.6
HR,Lead,India,Javascript,Big Tech,15,66193.94
Product Manager,Senior,Remote,Java,Big Tech,14,277421.12
Product Manager,Lead,SF,Go,Startup,5,264860.89
DevOps,Principal,Remote,Python,Startup,8,241744.15
Product Manager,Principal,London,Java,Mid-Size,6,318161.79
Product Manager,Principal,Remote,Java,Startup,13,267632.46
QA Engineer,Lead,New York,C++,Big Tech,10,330482.81
HR,Principal,Germany,Rust,Startup,20,204776.25
Software Engineer,Junior,Remote,Javascript,Mid-Size,15,76089.88
Sales,Principal,Germany,Javascript,Big Tech,24,378259.86
DevOps,Mid,London,Python,Big Tech,5,142699.37
QA Engineer,Lead,SF,Go,Big Tech,21,388133.29
Designer,Mid,Germany,Python,Big Tech,15,125986.29
HR,Principal,India,Java,Startup,19,54371.46
Software Engineer,Junior,Remote,Java,Mid-Size,15,77879.86
Software Engineer,Senior,London,Javascript,Startup,11,124500.72
Designer,Principal,London,Go,Startup,16,235329.28
Sales,Junior,Germany,Rust,Big Tech,4,81258.61
Product Manager,Lead,SF,Go,Mid-Size,24,461884.23
QA Engineer,Mid,New York,Java,Big Tech,12,183717.19
Data Scientist,Mid,Remote,Rust,Startup,7,101171.71
DevOps,Mid,London,Go,Startup,23,107793.74
Data Scientist,Lead,SF,Go,Big Tech,4,401607.87
Designer,Junior,India,Rust,Startup,11,14568.69
Software Engineer,Lead,London,Java,Startup,8,159044.72
Sales,Mid,SF,Go,Big Tech,2,198490.17
Software Engineer,Principal,New York,Rust,Startup,2,274259.92
DevOps,Senior,New York,C++,Mid-Size,0,186117.06
Software Engineer,Lead,London,C++,Big Tech,24,331098.75
Software Engineer,Lead,London,Java,Mid-Size,21,231238.0
DevOps,Junior,Germany,Rust,Startup,17,62172.83
QA Engineer,Junior,Remote,C++,Startup,23,51798.73
QA Engineer,Lead,SF,Rust,Big Tech,11,409212.64
DevOps,Mid,London,Go,Startup,8,101338.59
Sales,Senior,Remote,Java,Big Tech,8,215570.65
Designer,Junior,Germany,C++,Big Tech,17,92957.7
HR,Mid,Remote,Go,Big Tech,17,155154.93
Software Engineer,Principal,London,Python,Big Tech,6,353819.78
Sales,Junior,New York,Python,Big Tech,3,108207.67
Software Engineer,Mid,SF,Java,Mid-Size,12,178058.22
HR,Mid,SF,C++,Big Tech,16,210141.41
Designer,Senior,New York,C++,Mid-Size,23,220660.39
QA Engineer,Senior,London,C++,Startup,1,95945.58
Sales,Principal,SF,Rust,Big Tech,13,692008.12
Product Manager,Mid,London,Go,Startup,2,84493.56
Product Manager,Mid,Germany,C++,Big Tech,4,143453.76
HR,Senior,London,Go,Mid-Size,13,141836.21
Product Manager,Junior,Remote,Java,Mid-Size,2,71639.16
QA Engineer,Junior,New York,C++,Mid-Size,22,97106.25
HR,Lead,London,Java,Startup,6,122621.41
QA Engineer,Senior,Germany,C++,Big Tech,17,192031.87
Designer,Lead,India,Python,Startup,12,39286.35
Software Engineer,Senior,New York,Javascript,Mid-Size,22,244438.96
Designer,Principal,SF,Java,Startup,21,300761.58
Designer,Mid,Remote,C++,Mid-Size,9,113234.98
QA Engineer,Principal,SF,Javascript,Mid-Size,24,372959.04
HR,Senior,Germany,Java,Mid-Size,12,122379.0
HR,Mid,Germany,Rust,Big Tech,15,133255.07
Product Manager,Junior,SF,C++,Big Tech,8,148094.46
Data Scientist,Junior,New York,Rust,Mid-Size,1,97344.96
Software Engineer,Lead,SF,Python,Startup,22,253423.42
QA Engineer,Senior,London,C++,Startup,4,89556.27
Product Manager,Senior,SF,Python,Big Tech,21,359224.09
Sales,Junior,Remote,Javascript,Mid-Size,16,81763.79
Data Scientist,Principal,Remote,Java,Startup,22,269393.43
Data Scientist,Mid,India,Go,Mid-Size,21,38467.62
QA Engineer,Principal,Remote,Python,Startup,3,166843.73
DevOps,Principal,SF,Go,Big Tech,16,745088.47
Software Engineer,Junior,Remote,Go,Mid-Size,8,95280.39
Data Scientist,Junior,New York,Java,Mid-Size,19,112949.67
QA Engineer,Junior,Remote,Javascript,Startup,1,37693.33
QA Engineer,Lead,London,Java,Startup,23,144531.0
Product Manager,Principal,New York,C++,Startup,17,374954.79
Sales,Senior,India,Python,Mid-Size,20,42530.13
DevOps,Mid,London,Go,Big Tech,21,213411.96
Software Engineer,Lead,SF,Java,Big Tech,10,394095.78
HR,Senior,SF,Java,Startup,12,148789.99
Designer,Principal,SF,Java,Big Tech,7,467723.95
Sales,Junior,London,Python,Startup,0,39513.88
Sales,Principal,London,Javascript,Big Tech,16,444910.04
Product Manager,Mid,London,Java,Mid-Size,11,126846.75
HR,Lead,New York,Python,Startup,3,146480.66
Data Scientist,Lead,Germany,Go,Big Tech,20,314283.45
Data Scientist,Mid,New York,C++,Mid-Size,12,171705.24
Product Manager,Senior,SF,Rust,Big Tech,8,420537.03
QA Engineer,Senior,Germany,Python,Mid-Size,6,113598.75
Data Scientist,Lead,Remote,Rust,Mid-Size,22,282503.55
DevOps,Lead,SF,Java,Big Tech,23,482716.18
Software Engineer,Junior,India,Java,Big Tech,4,22983.53
Sales,Senior,New York,Python,Mid-Size,4,172268.77
Sales,Mid,London,Rust,Mid-Size,16,128360.76
DevOps,Senior,New York,Java,Mid-Size,8,244842.18
HR,Junior,London,Go,Startup,5,46116.0
Data Scientist,Lead,Germany,Javascript,Mid-Size,24,195750.6
Sales,Lead,India,Javascript,Startup,18,43475.24
Designer,Junior,Germany,Java,Mid-Size,15,68446.82
HR,Mid,India,Rust,Startup,20,20752.17
Software Engineer,Lead,New York,C++,Mid-Size,1,233551.97
Software Engineer,Principal,London,Java,Mid-Size,9,310607.7
Sales,Lead,Germany,C++,Mid-Size,15,202146.51
Product Manager,Principal,India,C++,Big Tech,4,104033.05
HR,Junior,SF,Rust,Big Tech,14,136302.02
Sales,Junior,SF,C++,Mid-Size,12,120054.19
Product Manager,Lead,Germany,Go,Startup,12,184691.36
Sales,Senior,London,Rust,Startup,12,122683.45
Designer,Principal,Germany,Java,Mid-Size,14,236828.46
HR,Mid,New York,Go,Big Tech,13,196314.88
QA Engineer,Lead,India,Python,Startup,7,31024.86
Software Engineer,Mid,New York,Javascript,Big Tech,10,195931.05
Sales,Lead,SF,Java,Startup,17,265236.82
Designer,Senior,India,Java,Mid-Size,23,42398.65
Product Manager,Senior,Germany,Java,Big Tech,3,155811.52
Product Manager,Senior,New York,Go,Startup,25,220946.39
Software Engineer,Senior,Remote,Python,Mid-Size,9,164361.23
DevOps,Junior,London,Rust,Mid-Size,0,63744.82
Sales,Junior,London,Python,Mid-Size,4,62268.47
HR,Principal,Remote,Go,Big Tech,12,364010.98
Data Scientist,Mid,SF,Java,Big Tech,0,188401.01
Product Manager,Lead,India,Javascript,Mid-Size,22,70167.41
HR,Lead,London,Java,Big Tech,7,235873.64
HR,Junior,Remote,Rust,Startup,2,40429.61
QA Engineer,Lead,Germany,C++,Mid-Size,2,127333.85
HR,Junior,Remote,Javascript,Mid-Size,6,58601.65
HR,Principal,SF,Java,Big Tech,3,418929.02
QA Engineer,Mid,SF,Javascript,Mid-Size,2,118117.86
Product Manager,Principal,New York,C++,Startup,14,398805.06
HR,Senior,London,Python,Big Tech,7,172500.09
DevOps,Senior,New York,Go,Big Tech,2,294973.66
DevOps,Senior,Remote,Java,Mid-Size,6,159358.23
Designer,Principal,India,Rust,Mid-Size,17,80992.53
QA Engineer,Lead,India,Python,Mid-Size,10,46262.51
Designer,Mid,SF,Java,Big Tech,10,197575.24
QA Engineer,Senior,India,Python,Mid-Size,16,36838.55
Sales,Senior,India,Rust,Startup,5,30565.61
Sales,Senior,India,Java,Mid-Size,7,35374.29
HR,Mid,Remote,C++,Mid-Size,0,79808.4
Data Scientist,Senior,India,C++,Big Tech,9,62740.66
Sales,Mid,Germany,Rust,Mid-Size,24,114317.91
Data Scientist,Senior,India,Javascript,Big Tech,18,65105.23
Sales,Principal,India,Rust,Mid-Size,2,65643.75
Software Engineer,Principal,New York,Javascript,Startup,3,242259.91
Sales,Mid,Remote,Java,Startup,10,80720.51
Designer,Principal,SF,Javascript,Big Tech,14,566051.31
Product Manager,Mid,New York,Java,Big Tech,0,174971.66
HR,Principal,London,Java,Mid-Size,8,227817.54
Designer,Principal,Remote,Go,Mid-Size,10,301627.02
Product Manager,Mid,Germany,Java,Startup,18,88000.85
DevOps,Lead,Remote,Javascript,Mid-Size,12,232830.44
Designer,Principal,London,Go,Startup,25,205545.48
DevOps,Senior,London,Go,Big Tech,15,325191.09
Data Scientist,Lead,London,Java,Mid-Size,3,177455.75
Data Scientist,Mid,SF,Rust,Big Tech,0,197763.74
Software Engineer,Lead,India,Rust,Mid-Size,19,63818.51
Sales,Junior,Remote,C++,Startup,12,57819.16
Designer,Junior,India,Go,Big Tech,0,20761.03
DevOps,Principal,India,Java,Big Tech,4,101694.42
Product Manager,Principal,Germany,Rust,Mid-Size,4,286218.6
Data Scientist,Senior,London,Java,Big Tech,13,239398.43
Sales,Lead,SF,Java,Startup,22,251652.55
Data Scientist,Junior,Germany,Go,Big Tech,13,112529.61
Product Manager,Principal,New York,C++,Big Tech,7,589270.54
Sales,Lead,SF,Go,Mid-Size,3,270356.95
Sales,Principal,India,Python,Big Tech,6,98451.59
DevOps,Principal,SF,Rust,Mid-Size,19,597786.11
DevOps,Junior,London,Rust,Mid-Size,18,95621.42
Designer,Junior,New York,Rust,Big Tech,14,149532.35
Designer,Principal,London,Javascript,Startup,21,215116.99
QA Engineer,Mid,New York,Java,Mid-Size,3,107650.46
HR,Principal,Germany,Go,Big Tech,18,327281.18
QA Engineer,Principal,India,Rust,Mid-Size,8,76662.9
Software Engineer,Senior,New York,Python,Startup,20,175434.72
Data Scientist,Senior,New York,Rust,Startup,12,227905.72
Designer,Senior,New York,C++,Mid-Size,13,226671.89
DevOps,Mid,SF,Java,Startup,22,121404.16
Product Manager,Mid,Germany,Java,Big Tech,13,147788.58
DevOps,Principal,SF,Go,Big Tech,21,684529.89
Data Scientist,Senior,India,Javascript,Mid-Size,9,40534.63
QA Engineer,Mid,New York,Go,Startup,15,110277.25
DevOps,Junior,Germany,Rust,Big Tech,4,94288.6
HR,Principal,Germany,C++,Big Tech,22,318751.87
Software Engineer,Lead,Remote,Python,Big Tech,5,273697.35
Data Scientist,Principal,India,Go,Mid-Size,25,101236.78
QA Engineer,Lead,Germany,Javascript,Mid-Size,1,124989.68
HR,Senior,New York,Go,Big Tech,12,314053.18
Product Manager,Lead,New York,Java,Big Tech,12,451304.24
QA Engineer,Senior,Germany,Rust,Startup,18,112957.88
Sales,Junior,SF,Rust,Startup,17,92246.69
HR,Lead,India,Rust,Startup,18,38641.14
HR,Principal,New York,Rust,Mid-Size,0,298098.23
Software Engineer,Senior,Germany,Rust,Big Tech,7,214953.22
Data Scientist,Principal,New York,Rust,Mid-Size,21,568881.36
Product Manager,Mid,Germany,Python,Big Tech,15,162851.89
Software Engineer,Senior,India,Javascript,Startup,1,24612.78
QA Engineer,Lead,Germany,Rust,Startup,7,131458.39
Software Engineer,Senior,Remote,Javascript,Startup,5,111674.81
HR,Principal,Germany,C++,Startup,15,187713.35
Data Scientist,Junior,Germany,Rust,Big Tech,22,124156.13
Designer,Senior,India,Go,Startup,10,32520.16
Software Engineer,Lead,Germany,Rust,Big Tech,16,341666.73
Sales,Mid,India,Java,Big Tech,22,42799.14
Software Engineer,Junior,Remote,Python,Mid-Size,18,84074.27
QA Engineer,Mid,India,Go,Startup,10,22163.07
QA Engineer,Senior,New York,Go,Startup,7,152206.69
Product Manager,Principal,India,Java,Mid-Size,21,92501.61
QA Engineer,Principal,Remote,Rust,Big Tech,3,378236.11
DevOps,Lead,London,Python,Startup,10,169614.55
Data Scientist,Principal,Germany,Go,Big Tech,7,385460.61
Data Scientist,Junior,India,Python,Mid-Size,8,18526.19
Designer,Principal,Germany,Go,Big Tech,25,379359.32
Designer,Lead,SF,Rust,Startup,1,194947.31
Data Scientist,Senior,New York,C++,Big Tech,15,346136.33
Sales,Senior,New York,Go,Big Tech,5,291418.75
Designer,Principal,SF,C++,Startup,20,349005.54
Product Manager,Mid,SF,Go,Startup,20,184335.72
QA Engineer,Senior,India,Javascript,Big Tech,25,51379.86
Data Scientist,Principal,SF,Rust,Big Tech,18,712806.21
HR,Lead,London,Java,Mid-Size,7,170342.49
Designer,Principal,Germany,C++,Startup,13,186331.24
Data Scientist,Senior,Germany,Java,Big Tech,23,202879.86
DevOps,Lead,Remote,Rust,Startup,15,234575.67
Software Engineer,Principal,SF,Java,Mid-Size,11,470703.88
QA Engineer,Junior,SF,Rust,Big Tech,4,127159.97
Data Scientist,Lead,London,Java,Big Tech,23,319696.77
Software Engineer,Junior,New York,C++,Big Tech,25,152939.67
Designer,Mid,New York,Javascript,Startup,23,106967.07
Software Engineer,Lead,Germany,Java,Mid-Size,18,199437.02
QA Engineer,Junior,Germany,C++,Startup,17,47680.07
Data Scientist,Senior,India,Go,Big Tech,8,61179.38
DevOps,Senior,London,Rust,Mid-Size,1,147300.68
Sales,Mid,Remote,Python,Big Tech,24,144531.23
Designer,Lead,Remote,Python,Big Tech,19,290296.71
Data Scientist,Lead,London,Rust,Startup,11,195283.35
QA Engineer,Lead,Remote,Javascript,Big Tech,1,218794.86
Designer,Mid,New York,Java,Mid-Size,9,136242.17
Product Manager,Lead,Remote,Javascript,Big Tech,0,245431.36
Software Engineer,Senior,Remote,Python,Big Tech,3,189378.65
Sales,Junior,London,C++,Startup,24,61153.55
QA Engineer,Senior,London,Rust,Mid-Size,11,162386.53
Product Manager,Senior,Remote,Rust,Startup,8,157360.61
HR,Junior,SF,Javascript,Big Tech,3,100749.0
Data Scientist,Senior,London,C++,Startup,8,125028.05
DevOps,Mid,India,Javascript,Startup,5,19830.68
Designer,Junior,India,Java,Startup,0,9826.53
Software Engineer,Senior,New York,Go,Startup,9,176554.14
Designer,Principal,Remote,C++,Big Tech,13,402563.23
Sales,Senior,SF,Go,Big Tech,21,410342.72
Data Scientist,Mid,New York,Java,Mid-Size,24,173062.44
Designer,Lead,Remote,Go,Startup,17,183312.92
Software Engineer,Senior,London,Python,Startup,5,103877.7
Data Scientist,Lead,India,Go,Mid-Size,17,73386.92
Designer,Principal,Germany,Java,Startup,19,204382.12
DevOps,Senior,SF,Go,Mid-Size,15,318797.38
QA Engineer,Junior,Germany,Rust,Big Tech,14,98562.89
Data Scientist,Lead,India,Javascript,Mid-Size,15,60642.83
QA Engineer,Principal,Germany,Python,Startup,7,157328.01
HR,Junior,London,Rust,Mid-Size,12,69273.78
Data Scientist,Junior,Remote,Rust,Big Tech,22,137663.29
DevOps,Junior,London,Java,Startup,10,62066.77
QA Engineer,Junior,Germany,Javascript,Big Tech,24,83731.55
Product Manager,Senior,London,Javascript,Big Tech,6,234010.84
Software Engineer,Senior,India,C++,Mid-Size,16,47085.79
Product Manager,Senior,SF,Python,Big Tech,17,363111.18
Designer,Principal,London,Java,Startup,21,220977.16
DevOps,Principal,India,Python,Big Tech,22,119777.62
Product Manager,Principal,SF,C++,Big Tech,18,745305.84
Data Scientist,Mid,Remote,Go,Mid-Size,24,153462.73
Designer,Principal,Germany,Rust,Big Tech,12,378263.42
Designer,Senior,Remote,Python,Mid-Size,14,165403.08
Product Manager,Senior,New York,Rust,Mid-Size,22,313865.44
HR,Mid,India,Java,Startup,21,19916.92
Product Manager,Mid,SF,Go,Startup,21,163263.24
HR,Principal,London,Java,Startup,0,138380.08
DevOps,Lead,Remote,Go,Startup,15,231457.48
Software Engineer,Mid,SF,Go,Mid-Size,4,158491.35
Product Manager,Junior,India,Rust,Big Tech,25,34698.2
Sales,Senior,New York,Java,Startup,2,132707.02
HR,Junior,Remote,Java,Startup,22,51959.78
Product Manager,Senior,Germany,Python,Startup,9,110931.27
QA Engineer,Senior,SF,Java,Big Tech,18,271924.08
Data Scientist,Mid,Germany,Python,Startup,4,68186.72
Sales,Mid,SF,Javascript,Big Tech,6,186691.15
Sales,Junior,SF,Javascript,Mid-Size,13,101581.94
HR,Senior,India,Javascript,Mid-Size,2,26613.03
QA Engineer,Junior,India,C++,Mid-Size,12,18755.59
QA Engineer,Lead,India,Java,Big Tech,12,65823.38
Designer,Junior,London,C++,Startup,9,55323.97
HR,Principal,SF,Java,Startup,1,185977.47
Software Engineer,Junior,Remote,Python,Startup,5,55212.06
Data Scientist,Principal,Germany,C++,Startup,7,200596.19
DevOps,Principal,India,C++,Startup,3,52756.99
Sales,Principal,India,C++,Big Tech,24,104343.22
DevOps,Lead,Germany,Go,Mid-Size,11,237459.81
Product Manager,Junior,Germany,Python,Startup,14,53524.73
Product Manager,Junior,SF,Javascript,Mid-Size,7,116376.24
DevOps,Lead,India,Python,Big Tech,6,65708.55
Product Manager,Senior,Germany,Go,Big Tech,13,244521.65
